slug,title,category,inbound_before,inbound_after,orphan_before,orphan_after,has_affiliate_cta,used_fallback,popular_articles_candidates
moppy-hajimekata,モッピーでポイ活を始める方法!高還元案件を見る前の確認ポイント,pointsite,2,26,FALSE,FALSE,FALSE,FALSE,pointsite-kyakka-genin;uniqlo-gu-point;amefri-poikatsu;chobirich-poikatsu;chobirich-tsukaikata;ecnavi-poikatsu;ecnavi-tsukaikata;hapitas-poikatsu;muryou-kaiin-touroku-poikatsu;nifty-point-club-poikatsu
muji-otoku-kaimono,無印良品でお得に買い物する方法!マイル・クーポン・決済の基本,shopping,0,0,TRUE,TRUE,FALSE,FALSE,amazon-tsuhan-toha;aupay-market-toha;biccamera-toha;charge-route-point;daimaru-matsuzakaya-toha;docomo-select-toha;dpoint-tsukaimichi;dshopping-toha;ec-current-poikatsu;hikkoshi-poikatsu
muryou-kaiin-touroku-poikatsu,無料会員登録案件でポイ活する方法とは?登録前後の確認ポイントを解説,pointsite,0,13,TRUE,FALSE,FALSE,FALSE,amefri-poikatsu;chobirich-poikatsu;chobirich-tsukaikata;ecnavi-poikatsu;ecnavi-tsukaikata;hapitas-poikatsu;moppy-hajimekata;nifty-point-club-poikatsu;point-museum-poikatsu;pointincome-poikatsu
nanaco-point-kiso,nanacoポイントの貯め方と使い方!セブン系で活用する基本,shopping,0,15,TRUE,FALSE,FALSE,FALSE,seven-eleven-point;abc-mart-poikatsu;bousai-goods-poikatsu;cashless-setsuyaku;dpoint-kiso;hasuu-shiharai-point;hyakkaten-depart-poikatsu;kikangentei-point-tsukaimichi;net-shopping-point-kiso;nyuugaku-shingaku-junbi-point
natsuyasumi-poikatsu-junbi,夏休み前のポイ活準備!旅行・レジャー・日用品を計画的に買う方法,campaign,0,8,TRUE,FALSE,FALSE,FALSE,bonus-tsuki-poikatsu-keikaku;fukubukuro-hatsuuri-poikatsu;fuyujitaku-poikatsu;ikkyu-poikatsu;jcb-airmacau-campaign-2026;kakuyasu-sim-norikae-poikatsu;kessan-sale-poikatsu;nenmatsunenshi-poikatsu;paypay-campaign-katsuyo;paypay-jichitai-campaign-2026
nenkaihi-muryo-card,年会費無料カードでポイ活はできる?無理なく始めるカード活用術,creditcard,0,2,TRUE,FALSE,FALSE,FALSE,creditcard-poikatsu-kiso;debit-card-poikatsu;rakuten-card-poikatsu;dcard-poikatsu;mitsui-sumitomo-card-vpoint;credit-card-mile-hikaku;ana-amex-poikatsu;credit-card-common-point-hikaku;credit-card-point-hikaku;creditcard-tsukurisugi-chuui
nenmatsunenshi-poikatsu,年末年始のポイ活術!帰省・おせち・初売りで使える節約ポイント,campaign,0,7,TRUE,FALSE,FALSE,FALSE,bonus-tsuki-poikatsu-keikaku;fukubukuro-hatsuuri-poikatsu;fuyujitaku-poikatsu;ikkyu-poikatsu;jcb-airmacau-campaign-2026;kakuyasu-sim-norikae-poikatsu;kessan-sale-poikatsu;natsuyasumi-poikatsu-junbi;paypay-campaign-katsuyo;paypay-jichitai-campaign-2026
net-ginkou-poikatsu,ネット銀行を使ったポイ活術!振込・ATM・残高条件の見方,kouza,1,12,FALSE,FALSE,FALSE,FALSE,docomo-ginkou-dpoint-poikatsu;point-tamaru-ginkou-hikaku;dmm-kabu-poikatsu;matsui-shouken-ideco-poikatsu;monex-shouken-toha;paypaysec-shouken-toha;rakuten-ginkou-happy-program;rakuten-shouken-toha;sbisec-shouken-toha;fx-kouza-anken-poikatsu
net-shopping-point-kiso,ネットショッピングでポイントを貯める方法!楽天・Yahoo・Amazonの基本,shopping,0,28,TRUE,FALSE,FALSE,FALSE,yahoo-shopping-toha;amazon-tsuhan-toha;aupay-market-toha;code-kessai-4sha-hikaku;drugstore-point-hikaku;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;point-niju-sanjudori-kumiawase;point-toushi-unyou-service-hikaku
net-super-poikatsu,ネットスーパーのポイントを比較|Ponta・楽天・WAON POINTなど対応状況を解説,shopping,1,7,FALSE,FALSE,TRUE,FALSE,ponta-supermarket;rakuten-point-supermarket;d-point-supermarket;v-point-supermarket;hikkoshi-seikatsuyohin-poikatsu;ana-jal-mile-hikaku;ana-mileageplus-hikaku;au-uq-ponta;aupay-market-poikatsu;aupay-market-toha
nexus-card-poikatsu,Nexus Cardとは?特徴と申込前に確認したいポイントを解説,creditcard,24,24,FALSE,FALSE,TRUE,FALSE,cosmo-opus-card-poikatsu;epos-card-poikatsu;odakyu-point-card-poikatsu;rakuten-card-poikatsu;dcard-poikatsu;mitsui-sumitomo-card-vpoint;credit-card-mile-hikaku;ana-amex-poikatsu;credit-card-common-point-hikaku;credit-card-point-hikaku
nifty-docomo-hikari-poikatsu,@nifty with ドコモ光とは?キャッシュバックと料金・特典を解説,seikatsu,34,6,FALSE,FALSE,TRUE,FALSE,ahamo-hikari-poikatsu;ana-hikari-poikatsu;auhikari-poikatsu;biglobe-hikari-poikatsu;docomo-denki-poikatsu;rakuten-hikari-poikatsu;rakuten-mobile-poikatsu;softbank-hikari-poikatsu;aupay-furusato-poikatsu;d-value-pass-poikatsu
nifty-point-club-poikatsu,ニフティポイントクラブの活用術!ネット利用者向けのポイ活基本,pointsite,1,24,FALSE,FALSE,FALSE,FALSE,pointsite-kyakka-genin;amefri-poikatsu;chobirich-poikatsu;chobirich-tsukaikata;ecnavi-poikatsu;ecnavi-tsukaikata;hapitas-poikatsu;moppy-hajimekata;muryou-kaiin-touroku-poikatsu;point-museum-poikatsu
nissen-toha,ニッセンとは?特徴とポイントの貯め方をわかりやすく解説,shopping,10,0,FALSE,TRUE,FALSE,FALSE,amazon-tsuhan-toha;aupay-market-toha;biccamera-toha;charge-route-point;daimaru-matsuzakaya-toha;docomo-select-toha;dpoint-tsukaimichi;dshopping-toha;ec-current-poikatsu;hikkoshi-poikatsu
nyuugaku-shingaku-junbi-point,入学・進学準備でポイントを貯める方法!学用品購入の節約術,shopping,0,10,TRUE,FALSE,FALSE,FALSE,abc-mart-poikatsu;bousai-goods-poikatsu;cashless-setsuyaku;dpoint-kiso;hasuu-shiharai-point;hyakkaten-depart-poikatsu;kikangentei-point-tsukaimichi;nanaco-point-kiso;net-shopping-point-kiso;paypay-point-kiso
ocn-online-shop-toha,OCNオンラインショップとは?特徴とお得な買い方をわかりやすく解説,shopping,0,0,TRUE,TRUE,TRUE,FALSE,code-kessai-4sha-hikaku;d-point-supermarket;docomo-ahamo-dpoint;docomo-select-toha;doramori-point;dpoint-d-harai;dpoint-hanei-sarenai;dpoint-kiso;dpoint-ponta-hikaku;dpoint-tsukaimichi
odakyu-point-card-poikatsu,小田急ポイントカードとは?OPポイントの貯め方を解説,creditcard,24,24,FALSE,FALSE,TRUE,FALSE,cosmo-opus-card-poikatsu;epos-card-poikatsu;nexus-card-poikatsu;rakuten-card-poikatsu;dcard-poikatsu;mitsui-sumitomo-card-vpoint;credit-card-mile-hikaku;ana-amex-poikatsu;credit-card-common-point-hikaku;credit-card-point-hikaku
one-receipt-poikatsu,ONEでレシートポイ活を始める方法!撮影前に確認したいポイント,app,1,11,FALSE,FALSE,FALSE,FALSE,receipt-app-poikatsu;code-receipt-poikatsu;reshichare-poikatsu;taxi-app-poikatsu;tiktok-lite-poikatsu;torima-idou-poikatsu;app-hitsuyou;app-install-anken-poikatsu;hashport-wallet-poikatsu;hosuu-app-poikatsu
opinionworld-poikatsu,OpinionWorld(オピニオンワールド)とは?ポイント・交換先・安全性を公式情報で解説,survey,12,12,FALSE,FALSE,TRUE,FALSE,ipsos-isay-poikatsu;iresearch-poikatsu;enquete-monitor-poikatsu;cue-monitor-poikatsu;fancrew-poikatsu;fruitmail-poikatsu;macromill-poikatsu;macromill-tsukaikata;infoq-poikatsu;monitor-town-poikatsu
pasmo-icoca-poikatsu,PASMO・ICOCAでもポイ活できる?交通系IC利用者向けの確認ポイント,shopping,0,0,TRUE,TRUE,FALSE,FALSE,amazon-gift-charge;amazon-poikatsu;chuushajou-yoyaku-poikatsu;dpoint-hanei-sarenai;furusato-nozei-poikatsu;game-kakin-point;halloween-yohin-poikatsu;hikkoshi-seikatsuyohin-poikatsu;iryouhi-shohouyaku-point;koukyou-ryokin-poikatsu
paypay-campaign-katsuyo,PayPayでポイントを効率よく貯める方法!キャンペーン活用の基本,campaign,3,25,FALSE,FALSE,FALSE,FALSE,paypay-jichitai-campaign-2026;paypay-point-tamekata;softbank-ymobile-paypay-point;kakuyasu-sim-norikae-poikatsu;sumaho-kessai-campaign-mikata;travelist-poikatsu;yahoo-travel-poikatsu;yahoo-travel-tsukaikata;bonus-tsuki-poikatsu-keikaku;fukubukuro-hatsuuri-poikatsu
paypay-jichitai-campaign-2026,【2026年10月〜】PayPay自治体キャンペーンまとめ!都城市・宮古島市の還元率・上限を解説,campaign,0,14,TRUE,FALSE,FALSE,FALSE,paypay-point-kiso;paypay-campaign-katsuyo;paypay-point-tsukaikata;kakuyasu-sim-norikae-poikatsu;sumaho-kessai-campaign-mikata;travelist-poikatsu;yahoo-travel-poikatsu;yahoo-travel-tsukaikata;bonus-tsuki-poikatsu-keikaku;fukubukuro-hatsuuri-poikatsu
paypay-point-kiso,PayPayポイントとは?貯め方・使い方・注意点を初心者向けに解説,shopping,5,21,FALSE,FALSE,FALSE,FALSE,paypay-jichitai-campaign-2026;paypay-point-tamekata;softbank-ymobile-paypay-point;starbucks-poikatsu;yahoo-travel-ultrasale-poikatsu;code-kessai-4sha-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;lohaco-toha;paypay-point-tsukaimichi
paypay-point-tamekata,PayPayポイントの貯め方とは?もらう方法・使い方を解説,,0,7,TRUE,FALSE,FALSE,TRUE,yahoo-shopping-toha;yahoo-travel-poikatsu;retty-poikatsu;paypay-point-kiso;paypay-campaign-katsuyo;paypay-point-tsukaikata;paypay-point-tsukanai
paypay-point-tsukaikata,PayPayポイントの使い方とは?店舗・連携・交換まで完全ガイド,,5,7,FALSE,FALSE,FALSE,TRUE,yahoo-travel-poikatsu;retty-poikatsu;paypay-jichitai-campaign-2026;paypay-point-tamekata;paypay-vpoint-koukan;softbank-ymobile-paypay-point;vpoint-tsukaikata
paypay-point-tsukaimichi,PayPayポイントの使い道おすすめ!支払い・運用・貯蓄感覚で使う方法,shopping,0,6,TRUE,FALSE,FALSE,FALSE,code-kessai-4sha-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;lohaco-toha;paypay-point-kiso;paypay-point-tsukanai;paypay-vpoint-koukan;point-niju-sanjudori-kumiawase;point-toushi-unyou-service-hikaku;qr-kessai-poikatsu
paypay-point-tsukanai,PayPayポイントが付かない原因は?確認すべき条件と対策,shopping,1,6,FALSE,FALSE,FALSE,FALSE,paypay-point-tamekata;code-kessai-4sha-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;lohaco-toha;paypay-point-kiso;paypay-point-tsukaimichi;paypay-vpoint-koukan;point-niju-sanjudori-kumiawase;point-toushi-unyou-service-hikaku
paypay-vpoint-koukan,PayPayポイント⇄Vポイント相互交換ガイド|レート・手順・注意点,shopping,0,16,TRUE,FALSE,FALSE,FALSE,point-yuukoukigen-kanri;paypay-point-tsukaikata;vpoint-tsukaikata;ana-jal-mile-hikaku;ana-mileageplus-hikaku;au-uq-ponta;cleaning-poikatsu;code-kessai-4sha-hikaku;docomo-ahamo-dpoint;dpoint-ponta-hikaku
paypaysec-shouken-toha,PayPay証券とは?特徴とポイントの貯め方をわかりやすく解説,kouza,8,14,FALSE,FALSE,FALSE,FALSE,point-toushi-unyou-service-hikaku;point-tamaru-ginkou-hikaku;monex-shouken-toha;rakuten-ginkou-happy-program;rakuten-shouken-toha;sbisec-shouken-toha;docomo-ginkou-dpoint-poikatsu;dmm-kabu-poikatsu;matsui-shouken-ideco-poikatsu;net-ginkou-poikatsu
pet-yohin-poikatsu,ペット用品でポイ活する方法!定期購入とまとめ買いの節約術,shopping,0,0,TRUE,TRUE,FALSE,FALSE,abc-mart-poikatsu;bousai-goods-poikatsu;cashless-setsuyaku;dpoint-kiso;hasuu-shiharai-point;hyakkaten-depart-poikatsu;kikangentei-point-tsukaimichi;nanaco-point-kiso;net-shopping-point-kiso;nyuugaku-shingaku-junbi-point
poikatsu-campaign-shippai-boushi,ポイ活キャンペーンで失敗しない方法!エントリー忘れと上限に注意,campaign,0,4,TRUE,FALSE,FALSE,FALSE,airtrip-tsukaikata;ame-heijitsu-campaign-poikatsu;black-friday-poikatsu;rakuten-travel-supersale-poikatsu;yahoo-travel-tsukaikata;jalan-net-poikatsu;yahoo-travel-poikatsu;paypay-campaign-katsuyo;airtrip-poikatsu;jalan-tsukaikata
poikatsu-demerit,ポイ活のデメリットとは?時間・個人情報・無駄買いのリスクを解説,pointsite,0,13,TRUE,FALSE,FALSE,FALSE,chihou-zaijuu-poikatsu;hoken-soudan-anken-poikatsu;kaigai-zaijuu-point-kanri;kazoku-account-poikatsu-chuui;keiyu-wasure-boushi;poikatsu-kojinjouhou-mamoru;poikatsu-kuchikomi-shinyou;poikatsu-muki-fumuki;poikatsu-yattehaikenai-koto;pointsite-kougaku-anken
poikatsu-kakeibo,ポイ活を家計簿に活かす方法!ポイントを収入ではなく節約として管理する,pointsite,0,11,TRUE,FALSE,FALSE,FALSE,campaign-memo-tsukurikata;entry-calendar-tsukurikata;fuyoyotei-point-mieruka;gendama-poikatsu;hitorigurashi-poikatsu;isogashii-kaishain-shuumatsu-poikatsu;poikatsu-minaoshi-timing;poikatsu-yuusenjyuni;point-shuushihyou-tsukurikata;point-toiawase-junbi
poikatsu-kiso,ポイ活とは?初心者が最初に知っておきたい仕組みと始め方,pointsite,4,15,FALSE,FALSE,FALSE,FALSE,hoken-soudan-anken-poikatsu;hon-denshi-shoseki-poikatsu;ipsos-isay-poikatsu;iresearch-poikatsu;yosekatsu;hapitas-poikatsu;keiyu-wasure-boushi;moppy-hajimekata;pointsite-kyakka-genin;chobirich-poikatsu
poikatsu-kojinjouhou-mamoru,ポイ活で個人情報を守る方法!登録前に確認したい安全チェック,pointsite,1,14,FALSE,FALSE,FALSE,FALSE,point-museum-poikatsu;chihou-zaijuu-poikatsu;hoken-soudan-anken-poikatsu;kaigai-zaijuu-point-kanri;kazoku-account-poikatsu-chuui;keiyu-wasure-boushi;poikatsu-demerit;poikatsu-kuchikomi-shinyou;poikatsu-muki-fumuki;poikatsu-yattehaikenai-koto
poikatsu-kuchikomi-shinyou,ポイ活の口コミは信用できる?体験談を見る時のチェックポイント,pointsite,0,12,TRUE,FALSE,FALSE,FALSE,chihou-zaijuu-poikatsu;hoken-soudan-anken-poikatsu;kaigai-zaijuu-point-kanri;kazoku-account-poikatsu-chuui;keiyu-wasure-boushi;poikatsu-demerit;poikatsu-kojinjouhou-mamoru;poikatsu-muki-fumuki;poikatsu-yattehaikenai-koto;pointsite-kougaku-anken
poikatsu-mail-tsuuchi-seiri,ポイ活メール通知の整理術!必要なキャンペーンだけ見逃さない方法,pointsite,0,18,TRUE,FALSE,FALSE,FALSE,poikatsu-senyou-mail-hitsuyou;cashless-fuan-poikatsu;gakusei-poikatsu;hapitas-tsukaikata;kaimono-nigate-poikatsu;kosodate-setai-poikatsu;koteihi-sukunai-poikatsu;kurumanashi-seikatsu-poikatsu;minimalist-poikatsu;poikatsu-taikai-mae-kakunin
poikatsu-minaoshi-timing,ポイ活の見直しタイミングはいつ?使わないサービスを整理する方法,pointsite,0,11,TRUE,FALSE,FALSE,FALSE,campaign-memo-tsukurikata;entry-calendar-tsukurikata;fuyoyotei-point-mieruka;gendama-poikatsu;hitorigurashi-poikatsu;isogashii-kaishain-shuumatsu-poikatsu;poikatsu-kakeibo;poikatsu-yuusenjyuni;point-shuushihyou-tsukurikata;point-toiawase-junbi
poikatsu-muki-fumuki,ポイ活で節約できる人・できない人の違い!向き不向きを解説,pointsite,0,12,TRUE,FALSE,FALSE,FALSE,chihou-zaijuu-poikatsu;hoken-soudan-anken-poikatsu;kaigai-zaijuu-point-kanri;kazoku-account-poikatsu-chuui;keiyu-wasure-boushi;poikatsu-demerit;poikatsu-kojinjouhou-mamoru;poikatsu-kuchikomi-shinyou;poikatsu-yattehaikenai-koto;pointsite-kougaku-anken
poikatsu-nenkan-keikaku,ポイ活の年間計画を作る方法!セール時期と固定費を整理しよう,pointsite,0,0,TRUE,TRUE,FALSE,FALSE,yosekatsu;poikatsu-kiso;hapitas-poikatsu;keiyu-wasure-boushi;moppy-hajimekata;pointsite-kyakka-genin;chobirich-poikatsu;ecnavi-poikatsu;koteihi-sukunai-poikatsu;nifty-point-club-poikatsu
poikatsu-ranking-hanteikijun,ポイ活でおすすめランキングを見る前に!順位より大切な判断基準,pointsite,0,0,TRUE,TRUE,FALSE,FALSE,yosekatsu;poikatsu-kiso;hapitas-poikatsu;keiyu-wasure-boushi;moppy-hajimekata;pointsite-kyakka-genin;chobirich-poikatsu;ecnavi-poikatsu;koteihi-sukunai-poikatsu;nifty-point-club-poikatsu
poikatsu-senyou-mail-hitsuyou,ポイ活専用メールアドレスは必要?登録管理をラクにする考え方,pointsite,1,17,FALSE,FALSE,FALSE,FALSE,poikatsu-mail-tsuuchi-seiri;cashless-fuan-poikatsu;gakusei-poikatsu;hapitas-tsukaikata;kaimono-nigate-poikatsu;kosodate-setai-poikatsu;koteihi-sukunai-poikatsu;kurumanashi-seikatsu-poikatsu;minimalist-poikatsu;poikatsu-taikai-mae-kakunin
poikatsu-taikai-mae-kakunin,ポイ活サービスを退会する前に確認すること!ポイント失効を防ぐ手順,pointsite,0,11,TRUE,FALSE,FALSE,FALSE,point-yuukoukigen-kanri;point-rireki-mikata;cashless-fuan-poikatsu;gakusei-poikatsu;hapitas-tsukaikata;kaimono-nigate-poikatsu;kosodate-setai-poikatsu;koteihi-sukunai-poikatsu;kurumanashi-seikatsu-poikatsu;minimalist-poikatsu
poikatsu-tsukarenai-kotsu,ポイ活で疲れないコツ!キャンペーン追いすぎを防ぐシンプル運用,pointsite,0,0,TRUE,TRUE,FALSE,FALSE,cashless-fuan-poikatsu;gakusei-poikatsu;hapitas-tsukaikata;kaimono-nigate-poikatsu;kosodate-setai-poikatsu;koteihi-sukunai-poikatsu;kurumanashi-seikatsu-poikatsu;minimalist-poikatsu;poikatsu-mail-tsuuchi-seiri;poikatsu-senyou-mail-hitsuyou
poikatsu-yasumu-kijun,ポイ活を休む判断基準とは?疲れた時に手放していい作業を解説,pointsite,0,0,TRUE,TRUE,FALSE,FALSE,cashless-fuan-poikatsu;gakusei-poikatsu;hapitas-tsukaikata;kaimono-nigate-poikatsu;kosodate-setai-poikatsu;koteihi-sukunai-poikatsu;kurumanashi-seikatsu-poikatsu;minimalist-poikatsu;poikatsu-mail-tsuuchi-seiri;poikatsu-senyou-mail-hitsuyou
poikatsu-yattehaikenai-koto,ポイ活でやってはいけないこと!規約違反・不正利用・危険な案件に注意,pointsite,0,11,TRUE,FALSE,FALSE,FALSE,chihou-zaijuu-poikatsu;hoken-soudan-anken-poikatsu;kaigai-zaijuu-point-kanri;kazoku-account-poikatsu-chuui;keiyu-wasure-boushi;poikatsu-demerit;poikatsu-kojinjouhou-mamoru;poikatsu-kuchikomi-shinyou;poikatsu-muki-fumuki;pointsite-kougaku-anken
poikatsu-yuusenjyuni,ポイ活の優先順位を決める方法!時間効率の良い案件と買い物の選び方,pointsite,0,10,TRUE,FALSE,FALSE,FALSE,campaign-memo-tsukurikata;entry-calendar-tsukurikata;fuyoyotei-point-mieruka;gendama-poikatsu;hitorigurashi-poikatsu;isogashii-kaishain-shuumatsu-poikatsu;poikatsu-kakeibo;poikatsu-minaoshi-timing;point-shuushihyou-tsukurikata;point-toiawase-junbi
point-bairitsu-hyou-yomikata,ポイント倍率表の読み方!何倍表示に惑わされないチェックポイント,shopping,0,0,TRUE,TRUE,FALSE,FALSE,amazon-gift-charge;amazon-poikatsu;chuushajou-yoyaku-poikatsu;dpoint-hanei-sarenai;furusato-nozei-poikatsu;game-kakin-point;halloween-yohin-poikatsu;hikkoshi-seikatsuyohin-poikatsu;iryouhi-shohouyaku-point;koukyou-ryokin-poikatsu
point-kangen-genkin-nebiki-hikaku,ポイント還元と現金値引きはどっちが得?迷った時の比較方法,shopping,1,1,FALSE,FALSE,FALSE,FALSE,jisshitsu-kakaku-keisan;ana-jal-mile-hikaku;ana-mile-tameru-kachi;ana-mileageplus-hikaku;au-uq-ponta;carshare-point-katsuyou;cleaning-poikatsu;code-kessai-4sha-hikaku;d-point-supermarket;denryoku-norikae-point
point-kangenritsu-mikata,ポイント還元率の見方を解説!本当にお得か判断する計算方法,shopping,1,1,FALSE,FALSE,FALSE,FALSE,jisshitsu-kakaku-keisan;amazon-tsuhan-toha;aupay-market-toha;biccamera-toha;charge-route-point;daimaru-matsuzakaya-toha;docomo-select-toha;dpoint-tsukaimichi;dshopping-toha;ec-current-poikatsu
point-koukan-toha,ポイント交換とは?他社ポイント・ギフト券・マイルへの交換方法,shopping,4,10,FALSE,FALSE,FALSE,FALSE,credit-card-mile-hikaku;hon-denshi-shoseki-poikatsu;ipsos-isay-poikatsu;iresearch-poikatsu;ana-furusato-mile;ana-mileage-mall-poikatsu;etc-mileage-toha;jal-mileage-mall-poikatsu;jre-point-kiso;mile-koukan-merit
point-museum-poikatsu,ポイントミュージアムとは?安全性・交換条件・特徴をわかりやすく解説,pointsite,72,72,FALSE,FALSE,TRUE,FALSE,poikatsu-kojinjouhou-mamoru;amefri-poikatsu;chobirich-poikatsu;chobirich-tsukaikata;ecnavi-poikatsu;ecnavi-tsukaikata;hapitas-poikatsu;moppy-hajimekata;muryou-kaiin-touroku-poikatsu;nifty-point-club-poikatsu
point-niju-sanjudori-kumiawase,ポイント二重取り・三重取りの組み合わせ早見表!おすすめルートを解説,shopping,3,29,FALSE,FALSE,FALSE,FALSE,sumaho-kessai-creditcard-hikaku;charge-route-point;rakuten-card-poikatsu;rakuten-ichiba-toha;dcard-poikatsu;mitsui-sumitomo-card-vpoint;yosekatsu;apple-pay-poikatsu;au-uq-ponta;aupay-market-poikatsu
point-rireki-mikata,ポイント履歴の見方を解説!獲得・利用・失効を確認する手順,pointsite,1,1,FALSE,FALSE,FALSE,FALSE,poikatsu-taikai-mae-kakunin;cashless-fuan-poikatsu;gakusei-poikatsu;hapitas-tsukaikata;kaimono-nigate-poikatsu;kosodate-setai-poikatsu;koteihi-sukunai-poikatsu;kurumanashi-seikatsu-poikatsu;minimalist-poikatsu;poikatsu-mail-tsuuchi-seiri
point-seikatsuhi-karuku,ポイントで生活費を軽くする方法!食費・日用品に優先して使う考え方,shopping,0,0,TRUE,TRUE,FALSE,FALSE,abc-mart-poikatsu;bousai-goods-poikatsu;cashless-setsuyaku;dpoint-kiso;hasuu-shiharai-point;hyakkaten-depart-poikatsu;kikangentei-point-tsukaimichi;nanaco-point-kiso;net-shopping-point-kiso;nyuugaku-shingaku-junbi-point
point-shuushihyou-tsukurikata,ポイント収支表の作り方!貯める・使う・失効を見える化する方法,pointsite,0,9,TRUE,FALSE,FALSE,FALSE,campaign-memo-tsukurikata;entry-calendar-tsukurikata;fuyoyotei-point-mieruka;gendama-poikatsu;hitorigurashi-poikatsu;isogashii-kaishain-shuumatsu-poikatsu;poikatsu-kakeibo;poikatsu-minaoshi-timing;poikatsu-yuusenjyuni;point-toiawase-junbi
point-tamaru-ginkou-hikaku,ポイントが貯まる銀行を比較!d・楽天・V・Ponta・PayPay系の選び方,kouza,4,14,FALSE,FALSE,FALSE,FALSE,docomo-ginkou-dpoint-poikatsu;net-ginkou-poikatsu;rakuten-ginkou-happy-program;dpoint-ponta-hikaku;monex-shouken-toha;paypaysec-shouken-toha;rakuten-shouken-toha;sbisec-shouken-toha;kasoshisan-kouza-anken-poikatsu;dmm-kabu-poikatsu
point-toiawase-junbi,ポイント問い合わせの準備方法!必要情報をそろえてスムーズに確認する,pointsite,1,11,FALSE,FALSE,FALSE,FALSE,pointsite-kyakka-genin;campaign-memo-tsukurikata;entry-calendar-tsukurikata;fuyoyotei-point-mieruka;gendama-poikatsu;hitorigurashi-poikatsu;isogashii-kaishain-shuumatsu-poikatsu;poikatsu-kakeibo;poikatsu-minaoshi-timing;poikatsu-yuusenjyuni
point-toushi-toha,ポイント投資とは?貯めたポイントで投資体験を始める方法,shopping,1,1,FALSE,FALSE,FALSE,FALSE,point-toushi-unyou-service-hikaku;abc-mart-poikatsu;bousai-goods-poikatsu;cashless-setsuyaku;dpoint-kiso;hasuu-shiharai-point;hyakkaten-depart-poikatsu;kikangentei-point-tsukaimichi;nanaco-point-kiso;net-shopping-point-kiso
point-toushi-unyou-service-hikaku,ポイント投資・ポイント運用を主要サービスで比較,shopping,7,35,FALSE,FALSE,TRUE,FALSE,point-toushi-toha;point-unyou-toha;monex-shouken-toha;rakuten-shouken-toha;paypaysec-shouken-toha;sbisec-shouken-toha;dpoint-ponta-hikaku;au-uq-ponta;aupay-market-poikatsu;aupay-market-toha
point-tsukaimichi,ポイ活で貯めたポイントの使い道は?節約につながる使い方を解説,shopping,1,1,FALSE,FALSE,FALSE,FALSE,kikangentei-point-tsukaimichi;drugstore-point-hikaku;point-toushi-unyou-service-hikaku;rakuten-ichiba-toha;kikangentei-point-5shu-hikaku;paypay-point-kiso;point-yuukoukigen-kanri;rakuten-mobile-rakuten-point;au-uq-ponta;matsukiyo-cocokara-point
point-tsukanai-genin,ポイントが付かない原因まとめ!問い合わせ前に確認すべきこと,shopping,1,1,FALSE,FALSE,FALSE,FALSE,pointsite-kyakka-genin;amazon-gift-charge;amazon-poikatsu;chuushajou-yoyaku-poikatsu;dpoint-hanei-sarenai;furusato-nozei-poikatsu;game-kakin-point;halloween-yohin-poikatsu;hikkoshi-seikatsuyohin-poikatsu;iryouhi-shohouyaku-point
point-unyou-toha,ポイント運用とは?投資との違いと初心者が知るべき注意点,shopping,1,1,FALSE,FALSE,FALSE,FALSE,point-toushi-unyou-service-hikaku;amazon-gift-charge;amazon-poikatsu;chuushajou-yoyaku-poikatsu;dpoint-hanei-sarenai;furusato-nozei-poikatsu;game-kakin-point;halloween-yohin-poikatsu;hikkoshi-seikatsuyohin-poikatsu;iryouhi-shohouyaku-point
point-yuukoukigen-kanri,ポイントの有効期限を管理する方法!失効を防ぐチェック習慣,shopping,5,11,FALSE,FALSE,FALSE,FALSE,kikangentei-point-5shu-hikaku;ana-jal-mile-hikaku;kikangentei-point-tsukaimichi;paypay-vpoint-koukan;poikatsu-taikai-mae-kakunin;abc-mart-poikatsu;bousai-goods-poikatsu;cashless-setsuyaku;dpoint-kiso;hasuu-shiharai-point
pointincome-poikatsu,ポイントインカムとは?アプリでも貯まるポイントサイトの特徴を解説,pointsite,72,72,FALSE,FALSE,TRUE,FALSE,pointsite-kyakka-genin;amefri-poikatsu;chobirich-poikatsu;chobirich-tsukaikata;ecnavi-poikatsu;ecnavi-tsukaikata;hapitas-poikatsu;moppy-hajimekata;muryou-kaiin-touroku-poikatsu;nifty-point-club-poikatsu
pointincome-tsukaikata,ポイントインカムの特徴とは?買い物・ゲーム・案件を使い分ける方法,pointsite,0,0,TRUE,TRUE,TRUE,FALSE,amefri-poikatsu;chobirich-poikatsu;chobirich-tsukaikata;ecnavi-poikatsu;ecnavi-tsukaikata;hapitas-poikatsu;moppy-hajimekata;muryou-kaiin-touroku-poikatsu;nifty-point-club-poikatsu;point-museum-poikatsu
