slug,title,category,internal_link_score,affiliate_relevance_score,revenue_opportunity,user_intent_match,tofu_mofu_bofu,overall_verdict,article_issues,notes
docomo-denki-poikatsu,ドコモでんきとは?電気代でdポイントが貯まる仕組みを解説,seikatsu,26,96,NONE,88,BOFU,REVIEW,LOW_BODY_LINKS,A8.netのCTA2箇所は適切で、電力乗り換え関連記事からinboundCount8のリンクを受けている。本文からの能動的なリンクはゼロ。
dphoto-toha,dフォトとは?毎月フォトブックが届くサービスをわかりやすく解説,seikatsu,10,90,NONE,84,BOFU,FIX_LOW,ORPHAN_CANDIDATE,ドコモアフィリエイトCTAは適切。inboundCount0で孤立記事。
hikaritv-toha,ひかりTVとは?特徴と料金プランをわかりやすく解説,seikatsu,10,90,NONE,86,BOFU,FIX_LOW,ORPHAN_CANDIDATE,ドコモアフィリエイトCTAは適切。inboundCount0で孤立記事。
itoyokado-netsuper-onigo-poikatsu,イトーヨーカドーネットスーパー by ONIGOとは?特徴・料金・初回クーポンを解説,seikatsu,48,38,MEDIUM,88,BOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM,イトーヨーカドーでポイ活する方法への本文リンク(関連性4)は適切。ただしCTAが公式サイト直リンクのみでアフィリエイト化されておらず、ネットスーパー系ASP案件の有無確認が必要。
jalan-golf-toha,じゃらんゴルフとは?特徴とポイントの貯め方をわかりやすく解説,seikatsu,22,90,NONE,84,BOFU,REVIEW,LOW_BODY_LINKS,A8.netのCTAは適切。本文リンクはゼロだが、dポイント/Pontaポイント関連記事からinboundCount4のリンクを受けている。
lemino-premium-toha,Leminoプレミアムとは?月額料金とdポイント還元をわかりやすく解説,seikatsu,10,90,NONE,86,BOFU,FIX_LOW,ORPHAN_CANDIDATE,ドコモアフィリエイトCTAは適切。inboundCount0で孤立記事。
nifty-docomo-hikari-poikatsu,@nifty with ドコモ光とは?キャッシュバックと料金・特典を解説,seikatsu,30,96,NONE,88,BOFU,KEEP,LOW_BODY_LINKS,inboundCount34の主要ハブ記事。CTA(A8.net)も適切だが本文からの能動的なリンクはゼロ。
rakuten-beauty-poikatsu,楽天ビューティとは?美容室・ネイル・エステの検索・予約ができるサービス,seikatsu,30,96,NONE,90,BOFU,KEEP,LOW_BODY_LINKS,inboundCount37のハブ記事。TrafficGate経由のCTAは適切。本文リンクはゼロ。
rakuten-car-shaken-poikatsu,楽天Car車検とは?見積もり比較・予約で楽天ポイントがもらえるサービス,seikatsu,30,96,NONE,90,BOFU,KEEP,LOW_BODY_LINKS,inboundCount37のハブ記事。TrafficGate経由のCTAは適切。本文リンクはゼロ。
rakuten-carwash-poikatsu,楽天Car洗車・コーティングとは?予約方法と楽天ポイントを解説,seikatsu,10,90,NONE,86,BOFU,FIX_LOW,ORPHAN_CANDIDATE,TrafficGate経由のCTAは適切。inboundCount0で孤立記事。楽天Car車検など関連サービス記事との相互リンクを追加したい。
rakuten-denwa-poikatsu,楽天でんわとは?番号そのままで通話料を半額にできる電話アプリを解説,seikatsu,30,96,NONE,88,BOFU,KEEP,LOW_BODY_LINKS,inboundCount34のハブ記事。TrafficGate経由のCTAは適切。本文リンクはゼロ。
rakuten-hikari-poikatsu,楽天ひかりとは?楽天モバイルとセットで楽天市場ポイントが7倍になる光回線,seikatsu,30,96,NONE,90,BOFU,KEEP,LOW_BODY_LINKS,inboundCount38と最多クラスのハブ記事。TrafficGate経由のCTAは適切。本文リンクはゼロ。
rakuten-kakeibo-poikatsu,Rakuten家計簿とは?無料で使える家計簿アプリと楽天ポイントを解説,seikatsu,10,90,NONE,84,BOFU,FIX_LOW,ORPHAN_CANDIDATE,TrafficGate経由のCTAは適切。inboundCount0で孤立記事。楽天ポイント関連記事との相互リンクを追加したい。
rakuten-mobile-poikatsu,楽天モバイルとは?データ使い放題と楽天ポイント最大+4倍を解説,seikatsu,30,96,NONE,90,BOFU,KEEP,LOW_BODY_LINKS,inboundCount38のハブ記事で楽天ポイントの貯め方・使い方記事等から複数リンクを受けている。A8.net CTAも適切。自記事からの能動的な本文リンクはゼロ。
rakuten-music-poikatsu,楽天ミュージックとは?広告なしで約1億曲聴き放題の音楽アプリを解説,seikatsu,30,96,NONE,90,BOFU,KEEP,LOW_BODY_LINKS,inboundCount39と全記事中最多クラス。サブスクポイ活記事からのリンクを受けている。A8.net CTAも適切。本文リンクはゼロ。
rakuten-shashinkan-poikatsu,楽天写真館とは?写真プリントからフォトブックまで作れるサービスを解説,seikatsu,30,96,NONE,88,BOFU,KEEP,LOW_BODY_LINKS,inboundCount37のハブ記事。TrafficGate経由のCTAは適切。本文リンクはゼロ。
retty-poikatsu,Rettyとは?会員登録不要でPayPayポイントが貯まるグルメ予約サービス,seikatsu,20,96,NONE,88,BOFU,KEEP,LOW_BODY_LINKS,PayPayポイント関連記事からinboundCount3のリンクを受けている。A8.net CTAも適切。本文リンクはゼロ。
rimawarikun-toha,利回りくんとは?不動産クラウドファンディングの特徴とリスクを解説,seikatsu,10,88,NONE,85,BOFU,FIX_LOW,ORPHAN_CANDIDATE,不動産クラウドファンディングでリスク説明が必要な商材。A8.net CTAは適切だがinboundCount0で孤立。他の資産運用・証券系記事との相互リンクを検討したい。
satofull-poikatsu,さとふるとは?ふるさと納税の流れとポイント制度の現状を解説,seikatsu,10,90,NONE,86,BOFU,FIX_LOW,ORPHAN_CANDIDATE,ValueCommerce経由のCTAは適切。inboundCount0で孤立記事。ふるさと納税関連記事(au PAYふるさと納税等)との相互リンクを追加したい。
softbank-hikari-poikatsu,SoftBank 光とは?フレッツ光より安い高速光回線とキャッシュバックを解説,seikatsu,30,96,NONE,88,BOFU,KEEP,LOW_BODY_LINKS,inboundCount34のハブ記事。A8.net CTAも適切。本文リンクはゼロ。
ubereats-poikatsu,Uber Eatsでポイ活する方法!クーポン・支払い・手数料の見方,seikatsu,40,20,MEDIUM,84,BOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM;DUPLICATE_BODY_LINK,本文リンク2件は同一ターゲット(楽天ポイントの使い方)への重複でリンク先の多様性がない。CTAが一切設置されておらず(ctaLinks空)、hasDisclosureもfalse。Uber Eats自体のアフィリエイト/紹介プログラムの有無を確認し、CTA追加とPR表記対応を検討したい。
ana-amex-campaign-2026,"【期間限定】ANAアメックス新規入会キャンペーン特集|最大242,000マイル",creditcard,75,30,HIGH,90,BOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_HIGH,"CTAが全てANA公式への直接リンクでアフィリエイトなし(isAffiliate:false)。最大242,000マイルという極めて商業意図の強いキャンペーン特集記事にもかかわらず収益化されていない。ANAアメックスの提携ASPの有無を確認し、可能であれば追加を推奨。"
ana-amex-poikatsu,ANAアメックスが大幅刷新!ゴールド・プレミアムの新特典とマイル還元まとめ,creditcard,80,30,HIGH,90,BOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_HIGH,カード個別解説記事だがCTA2件は全てANA公式への直接リンクで非アフィリエイト。ana-amex-campaign-2026への内部リンクは適切(関連性4〜5)。ANAアメックスのアフィリエイト化を検討する価値が高い。
apple-pay-poikatsu,Apple Payでポイ活する方法!ポイント還元とiD・QUICPay・タッチ決済の違い,creditcard,75,40,MEDIUM,85,MOFU,FIX_MEDIUM,ORPHAN_CANDIDATE;AFFILIATE_OPPORTUNITY_MEDIUM,本文内リンク6件は関連性が高い(3〜4点)が、inboundCountが0で他記事から一切リンクされていない。「7.効率よく貯めるための登録カードの選び方」セクションに高還元カード記事(rakuten-card-poikatsu等)へのCTA追加の余地あり。
cosmo-opus-card-poikatsu,コスモ・ザ・カード・オーパスとは?ガソリン割引の特徴を解説,creditcard,55,90,NONE,90,BOFU,KEEP,,単体カード紹介ページ。CTAは関連性5で適切に設置。本文内リンクは無いが、この種の単体案件ページとしては許容範囲。被リンク24件のハブとして機能している。
creca-tsumitate-point,クレカ積立でポイントは貯まる?投資前に知りたい基本と注意点,creditcard,15,60,NONE,80,TOFU,FIX_MEDIUM,ORPHAN_CANDIDATE,被リンク・本文内リンクともに0件で完全に孤立した記事。投資注意喚起系の情報記事のためCTA不要(NO_AFFILIATE_NEEDED)だが、creditcard-kangenritsu等の関連記事への内部リンク追加でユーザー導線を改善すべき。
credit-card-common-point-hikaku,共通ポイント別クレジットカード比較|d・楽天・Ponta・Vポイントで選ぶ,creditcard,85,60,LOW,90,MOFU,KEEP,,dカード・楽天カード・三井住友カードへの内部リンクが充実しており、各カードのレビュー記事(CTA付き)へ自然に誘導できている。Ponta・PayPayセクションのみ対応カード記事へのリンクがなく、該当記事があれば追加余地あり。
credit-card-mile-hikaku,マイルが貯まるクレジットカード比較|ANA・JALの還元と移行条件,creditcard,65,35,MEDIUM,85,MOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM,マイル志向で商業意図の高い記事だがCTAが一切ない。同じくマイル訴求のana-amex-poikatsu/ana-amex-campaign-2026への内部リンクも欠落しており、追加すれば関連性・収益機会ともに向上する。
credit-card-point-hikaku,クレジットカードのポイントを徹底比較|還元率・年会費・使い道で選ぶ,creditcard,45,20,HIGH,85,MOFU,FIX_HIGH,AFFILIATE_OPPORTUNITY_HIGH,主要9枚比較のハブ記事で、タイトル・descriptionで楽天カード・dカード・三井住友カード(NL)を名指ししているのに、それらのレビュー記事(いずれもCTA設置済み)への本文内リンクが一切ない(既存リンク監査でも指摘済み)。比較表または結論部からのリンク追加で収益機会が大きい。
creditcard-erabikata,ポイ活向けクレジットカードの選び方!初心者が見るべき5つのポイント,creditcard,15,30,MEDIUM,85,MOFU,FIX_MEDIUM,,「選び方」の5ポイントを解説する記事だが本文内リンクが0件。カード選びの結論として楽天カード・エポスカード等の個別記事や比較記事(credit-card-point-hikaku等)への内部リンク追加が有効。
creditcard-hakkou-anken-poikatsu,クレジットカード発行案件のポイ活術!申し込み前に確認すべきこと,creditcard,20,35,NONE,70,MOFU,FIX_MEDIUM,MONETIZATION_MISMATCH;ORPHAN_CANDIDATE,既存リンク監査で指摘済みの通り、「発行案件の仕組み」説明直後にエポス・コスモの案件CTAを2つ並べており文脈が弱い(関連性スコア2)。記事末尾への移動や文脈追加を推奨。inboundCountも0で他記事から参照されていない。
creditcard-kangenritsu,クレジットカードのポイント還元率とは?1%と0.5%の違いをわかりやすく解説,creditcard,20,65,NONE,85,TOFU,FIX_LOW,,還元率の計算方法を扱う用語解説記事のためCTA不要(NO_AFFILIATE_NEEDED)。ただし本文内リンクが0件で、次のステップとなるcredit-card-point-hikaku等の比較記事への導線がない。
creditcard-poikatsu-kiso,クレジットカードでポイ活する基本!還元率だけで選ばない考え方,creditcard,10,55,LOW,80,TOFU,FIX_MEDIUM,ORPHAN_CANDIDATE,ポイ活の基本を扱う初心者向け記事だが被リンク・本文内リンクともに0件で完全に孤立。creditcard-erabikata、credit-card-point-hikaku等への導線を整備すべき。
creditcard-seiri-poikatsu,複数クレジットカードの整理術!ポイ活効率を落とさない見直し方,creditcard,75,65,NONE,85,MOFU,KEEP,,関連性の高い内部リンク3件(creditcard-tsukurisugi-chuui、kuukou-lounge-poikatsu、カテゴリページ)あり。情報提供記事としてCTA不要で問題なし。
creditcard-tsukurisugi-chuui,クレジットカードを作りすぎると危険?ポイ活で注意したい信用情報の基本,creditcard,55,65,NONE,85,TOFU,REVIEW,,注意喚起系記事でCTA不要。本文内リンクは1件(creditcard-seiri-poikatsu、関連性5)のみで、より多くの関連記事への導線があるとよい。
dcard-poikatsu,dカードはポイ活におすすめ?dポイントを貯めやすい人の特徴,creditcard,30,15,HIGH,85,BOFU,FIX_HIGH,AFFILIATE_OPPORTUNITY_HIGH,他の4記事(credit-card-common-point-hikaku、docomo-ahamo-dpoint等)から「dポイントを貯めやすい人向け」の着地点として頻繁にリンクされる記事だが、アフィリエイトCTAが一切ない。dカードの提携ASPリンクの確保を強く推奨。本文内リンクも0件。
debit-card-poikatsu,デビットカード派のポイ活入門!即時払いで支出を管理するコツ,creditcard,10,40,LOW,80,TOFU,FIX_MEDIUM,ORPHAN_CANDIDATE,被リンク・本文内リンクともに0件で孤立。デビットカードの提携案件があれば追加を検討、なければ関連記事(creditcard-poikatsu-kiso等)への内部リンク整備を優先。
epos-card-poikatsu,エポスカードとは?年会費無料の特徴とマルイでの優待を解説,creditcard,55,90,NONE,90,BOFU,KEEP,,CTA関連性5で適切に設置。単体案件ページとして問題なし。被リンク24件のハブとして機能している。
gasoline-point-tameru,ガソリン代でポイントを貯める方法!車利用者向けポイ活の基本,creditcard,25,85,NONE,85,MOFU,REVIEW,,コスモ・ザ・カード・オーパスへのCTAは文脈的に適切(関連性5)で収益化は良好。ただし本文内リンクが0件で、選び方や決済比較の関連記事への導線が弱い。
hokenryo-point-tameru,保険料でポイントを貯める方法!クレジットカード払いの確認ポイント,creditcard,10,40,MEDIUM,80,TOFU,FIX_MEDIUM,ORPHAN_CANDIDATE,被リンク・本文内リンクともに0件。保険料払いに向く高還元カードの紹介・CTA追加や、creditcard-kangenritsu等の関連記事への内部リンクを検討。
jcb-jpoint-poikatsu,JCBのJ-POINT(旧Oki Dokiポイント)活用術!交換先と還元率の考え方,creditcard,15,55,LOW,80,TOFU,FIX_LOW,,JCBポイントのマイル移行に触れる内容であればcredit-card-mile-hikakuへの内部リンクが自然だが未設置。本文内リンクが0件。
kazoku-card-matomeru,家族カードでポイントをまとめる方法!家計管理と使いすぎ防止のコツ,creditcard,10,30,MEDIUM,80,MOFU,FIX_MEDIUM,ORPHAN_CANDIDATE,被リンク・本文内リンクともに0件で孤立。家族カード発行に適したカード(楽天カード等)への内部リンク・CTA追加が有効。
keitai-ryokin-point,携帯料金でポイント還元!ドコモ・ソフトバンク・au・楽天モバイル別お得な貯め方ガイド,creditcard,10,15,HIGH,70,MOFU,FIX_HIGH,AFFILIATE_OPPORTUNITY_HIGH,descriptionで「相性の良いクレジットカード」の紹介を謳っているが、本文内リンク・CTAともに0件で内容が伴っていない。ドコモ→dcard-poikatsu、楽天モバイル→rakuten-card-poikatsu等への内部リンクとCTA追加を強く推奨。
kuukou-lounge-poikatsu,空港ラウンジ特典はポイ活に役立つ?カード特典の見極め方,creditcard,70,35,MEDIUM,85,MOFU,REVIEW,,ana-amex-poikatsuへの内部リンクは適切(関連性5)だが自身にCTAはなく、リンク先自体もアフィリエイト未設定のため収益化余地がある。
mitsui-sumitomo-card-vpoint,三井住友カードでVポイントを貯める方法!対象店舗とタッチ決済の基本,creditcard,30,15,HIGH,85,BOFU,FIX_HIGH,AFFILIATE_OPPORTUNITY_HIGH,4記事から着地点として参照される個別カード記事だがアフィリエイトCTAが一切ない。三井住友カードの提携ASPリンクの確保を推奨。本文内リンクも0件。
nenkaihi-muryo-card,年会費無料カードでポイ活はできる?無理なく始めるカード活用術,creditcard,10,15,HIGH,85,MOFU,FIX_HIGH,ORPHAN_CANDIDATE;AFFILIATE_OPPORTUNITY_HIGH,「年会費無料カード」というテーマは既にアフィリエイト提携済みのエポスカード・Nexus Card・楽天カードと直接合致するにもかかわらず、内部リンク・CTAともに0件かつ被リンクも0件。バッチ内で最優先に内部リンクとCTAを追加すべき記事。
nexus-card-poikatsu,Nexus Cardとは?特徴と申込前に確認したいポイントを解説,creditcard,55,90,NONE,90,BOFU,KEEP,,CTA関連性5で適切に設置。被リンク24件のハブとして機能している。
odakyu-point-card-poikatsu,小田急ポイントカードとは?OPポイントの貯め方を解説,creditcard,55,90,NONE,90,BOFU,KEEP,,CTA関連性5で適切に設置。被リンク24件のハブとして機能している。
rakuten-card-poikatsu,楽天カードはポイ活に向いている?メリットと注意点を初心者向けに解説,creditcard,55,90,NONE,90,BOFU,KEEP,,被リンク31件でバッチ内最多のハブ記事。CTA関連性5で適切に収益化されている。
sumaho-kessai-creditcard-hikaku,スマホ決済とクレジットカードはどっちがお得?ポイント二重取りの基本,creditcard,45,35,MEDIUM,85,MOFU,FIX_MEDIUM,,本文内リンクは1件のみ(point-niju-sanjudori-kumiawase、関連性5)。「クレジットカード」側の具体例としてrakuten-card-poikatsu等への内部リンク・CTA追加で比較から申込への導線を強化できる。
zeikin-shiharai-point,税金支払いでポイントを貯める方法はある?手数料と還元率の考え方,creditcard,10,45,LOW,80,TOFU,FIX_MEDIUM,ORPHAN_CANDIDATE,被リンク・本文内リンクともに0件で孤立。手数料と還元率の損益計算を扱う情報記事のためCTA必須ではないが、creditcard-kangenritsu等の関連記事への内部リンクは整備すべき。
cue-monitor-poikatsu,キューモニターでアンケートポイ活!初心者が知るべき使い方,survey,15,20,HIGH,80,BOFU,FIX_HIGH,AFFILIATE_OPPORTUNITY_HIGH;ORPHAN_CANDIDATE,同カテゴリの類似レビュー記事(ファンくる・Ipsos iSay等)は全てA8.netアフィリエイトCTA+PR表記ありだが、本記事はCTA無し・PR表記無し・内部リンクも皆無・被リンク0件。CTA追加とPR表記、関連記事への相互リンク整備を推奨。
enquete-monitor-poikatsu,アンケートモニターでポイ活する方法!スキマ時間で稼ぐ前の基本,survey,70,45,MEDIUM,85,MOFU,REVIEW,AFFILIATE_OPPORTUNITY_MEDIUM,Ipsos iSay・オピニオンワールド・アイリサーチの3社を具体名で比較しており各社記事へのリンク(関連性4)は適切だが、CTAが無く収益化の余地が残っている。比較文脈に沿ったCTA設置を検討。
fancrew-poikatsu,ファンくるとは?覆面調査の仕組み・ポイント・安全性を解説,survey,55,95,NONE,90,BOFU,KEEP,,CTA・PR表記とも適切。本文からのアウトバウンドリンクはカテゴリページ1件のみとやや少ないが、被リンク12件の強いハブ記事のため問題は軽微。
fruitmail-poikatsu,フルーツメールとは?ゲーム・アンケートでポイントが貯まる懸賞サイト,survey,50,95,NONE,88,BOFU,KEEP,,本文内リンクが皆無で、ipsos-isay等のように関連サービスへのリンクを追加すると回遊性向上の余地がある。CTA・PR表記は適切、被リンクも12件と充実。
infoq-poikatsu,infoQでポイ活する方法!アンケートと記事作成案件の見方,survey,15,20,HIGH,78,BOFU,FIX_HIGH,AFFILIATE_OPPORTUNITY_HIGH;ORPHAN_CANDIDATE,cue-monitorと同様、単一サービス解説記事でありながらCTA・PR表記・内部リンクが全て無し。被リンクも0件。他のアンケートサイト記事と揃えたCTA設置を推奨。
ipsos-isay-poikatsu,Ipsos iSay(イプソス・アイセイ)とは?特徴・ポイントの貯め方を解説,survey,90,95,NONE,92,BOFU,KEEP,,ポイント交換とは・マクロミル・アンケートモニター・ポイ活とはへの関連性の高い内部リンクが充実。CTA・PR表記も適切で、本バッチ内でも模範的な記事構成。
iresearch-poikatsu,アイリサーチとは?自社会場調査・ポイントの貯め方をわかりやすく解説,survey,90,95,NONE,90,BOFU,KEEP,,ipsos-isayと同様に内部リンクが充実し、ファンくるへのリンクも比較文脈で自然。CTA・PR表記も適切。
macromill-poikatsu,マクロミルとは?アンケート回答でポイントが貯まるモニターサービス,survey,50,95,NONE,88,BOFU,KEEP,,本文内の他記事リンクが無く、ipsos-isay/iresearchのような比較リンクを追加する余地がある。CTA・PR表記は適切、被リンクも12件。
macromill-tsukaikata,マクロミルでアンケートポイ活を始める方法!回答前の注意点を解説,survey,25,90,NONE,82,BOFU,REVIEW,ORPHAN_CANDIDATE,マクロミルへのCTA・PR表記は適切だが被リンク0件で内部リンクも皆無。姉妹記事macromill-poikatsuとの相互リンクを追加すると発見性が向上する。
monitor-town-poikatsu,モニタータウンとは?PC調査モニターの特徴・参加方法をわかりやすく解説,survey,50,90,NONE,85,BOFU,KEEP,,CTA2件・PR表記は適切だが本文内リンクなし。他のアンケートサイトへの比較リンク追加で内部リンクスコアが向上する。
opinionworld-poikatsu,OpinionWorld(オピニオンワールド)とは?ポイント・交換先・安全性を公式情報で解説,survey,88,95,NONE,93,BOFU,KEEP,,目次アンカーに加えIpsos iSay・アイリサーチへの比較リンクがあり内部リンクが充実。CTA・PR表記も適切で、本バッチ内で完成度が高い記事の一つ。
rakuten-insight-tsukaikata,楽天インサイトの使い方!楽天ポイントをアンケートで貯める方法,survey,15,20,HIGH,80,BOFU,FIX_HIGH,AFFILIATE_OPPORTUNITY_HIGH;ORPHAN_CANDIDATE,楽天インサイトという単一サービスの使い方記事だがCTA・PR表記・内部リンクが全て無し。楽天ポイント関連ハブ記事からのリンクも無く発見されにくい。
zadankai-kaijouchousa-poikatsu,座談会・会場調査のポイ活とは?高単価案件に参加する前の注意点,survey,15,70,LOW,82,TOFU,REVIEW,ORPHAN_CANDIDATE,座談会・会場調査という案件タイプの注意喚起記事で特定ブランドを対象としないためCTA無しは妥当。ただしファンくる・アイリサーチなど関連の高い個別サービス記事への内部リンクが無く、被リンクも0件。
app-hitsuyou,ポイ活アプリは必要?初心者におすすめの使い分けと管理方法,app,15,70,NONE,80,TOFU,REVIEW,ORPHAN_CANDIDATE,アプリ活用の総論記事でCTA無しは妥当(NO_AFFILIATE_NEEDED)。ただし本文内リンク・被リンクが共に0件で、hashport-wallet等の個別アプリ記事への橋渡しができていない。
app-install-anken-poikatsu,アプリインストール案件のポイ活とは?条件達成・アンインストールの注意点を解説,app,15,70,NONE,80,TOFU,REVIEW,ORPHAN_CANDIDATE,アプリインストール案件全般の注意点記事でCTA無しは妥当。内部リンク・被リンクともに0件で孤立しており、関連する個別アプリ記事へのリンク追加が望ましい。
code-receipt-poikatsu,CODEで商品バーコードを使ったポイ活!レシート登録と案件活用の基本,app,40,25,HIGH,82,BOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_HIGH,CODEという単一アプリのレビュー記事でCTA・PR表記が無い。idou-app-erabikata・receipt-app-poikatsuから被リンク2件はあるが、本文からのアウトバウンドリンクは無し。hashport-walletと同水準のCTA設置を推奨。
hashport-wallet-poikatsu,HashPort Walletとは?暗号資産・ポイント・NFTを一元管理できるアプリ,app,55,95,NONE,88,BOFU,KEEP,,appカテゴリの主要な収益記事。CTA・PR表記とも適切で被リンクも11件と充実。本文内の他記事への言及リンクは無いが問題は軽微。
hosuu-app-poikatsu,歩数アプリでポイントを貯める方法!健康習慣と節約を両立するコツ,app,15,80,NONE,83,MOFU,REVIEW,ORPHAN_CANDIDATE,dヘルスケアへのCTA・PR表記は適切だが被リンク0件・本文内リンクも0件で孤立。idou-app-erabikataなど関連記事からのリンクを追加すると発見性が向上する。
idou-app-erabikata,移動系ポイ活アプリの選び方!歩数・移動距離・広告視聴の違い,app,75,45,MEDIUM,85,MOFU,REVIEW,AFFILIATE_OPPORTUNITY_MEDIUM;ORPHAN_CANDIDATE,トリマ・レシチャレ・CODEへの比較リンク(関連性5)は良好だが、比較対象3サービスいずれもCTAが無いためこの記事経由の収益化余地が失われている。被リンクも0件。
one-receipt-poikatsu,ONEでレシートポイ活を始める方法!撮影前に確認したいポイント,app,35,25,HIGH,82,BOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_HIGH,ONEという単一アプリのレビューだがCTA・PR表記が無い。receipt-app-poikatsuから被リンク1件のみ。CTA追加でhashport-wallet同等の収益記事化が可能。
receipt-app-poikatsu,レシートアプリでポイ活する方法!買い物後に捨てずに活用するコツ,app,75,45,MEDIUM,85,MOFU,REVIEW,AFFILIATE_OPPORTUNITY_MEDIUM;ORPHAN_CANDIDATE,ONE・CODE・レシチャレへの比較リンク(関連性5)は良好だが対象3サービスともCTA無し。被リンクも0件でハブとしての機能を果たせていない。
reshichare-poikatsu,レシチャレ(旧クラシルリワード)で貯めるポイ活とは?レシート・移動・広告の使い方,app,35,25,HIGH,82,BOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_HIGH,レシチャレの単一レビュー記事でCTA・PR表記が無い。idou-app-erabikata・receipt-app-poikatsuから被リンク2件。CTA追加を推奨。
taxi-app-poikatsu,タクシーアプリでポイ活する方法!クーポンと決済ポイントの使い方,app,15,65,LOW,78,TOFU,REVIEW,ORPHAN_CANDIDATE,特定ブランドを指定しない一般解説のためCTA無しは許容範囲内だが、内部リンク・被リンクとも0件で孤立している。
tiktok-lite-poikatsu,TikTok Liteのポイ活はどう使う?登録前に確認したい条件と注意点,app,15,20,HIGH,80,BOFU,FIX_HIGH,AFFILIATE_OPPORTUNITY_HIGH;ORPHAN_CANDIDATE,TikTok Liteという単一サービスの注意点解説だがCTA・PR表記・内部リンク・被リンクが全て無し。条件変更に注意という内容からもBOFU向けCTA設置の余地が大きい。
torima-idou-poikatsu,トリマで移動ポイ活する方法!歩く・移動する前に知るべき注意点,app,35,25,HIGH,82,BOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_HIGH,トリマの単一レビュー記事でCTA・PR表記が無い。idou-app-erabikataから被リンク1件のみ。CTA追加を推奨。
fukugyou,ポイ活は副業になる?収入目的で始める前に知るべきメリットと限界,sidejob,15,70,NONE,82,TOFU,REVIEW,ORPHAN_CANDIDATE,副業とポイ活の違いを解説する総論記事でCTA無しは妥当。内部リンク・被リンクとも0件で孤立しており、高単価な個別サービス記事へのリンクを追加すると回遊性が向上する。
kakuteishinkoku-point-seiri,確定申告前に整理したいポイント利用履歴!家計と事業を分ける方法,sidejob,15,70,NONE,85,TOFU,REVIEW,ORPHAN_CANDIDATE,確定申告向けの情報提供記事でCTA無しは妥当(NO_AFFILIATE_NEEDED)。内部リンク・被リンクとも0件で孤立。
keihiseisan-point-dareno,経費精算でポイントは誰のもの?会社員が確認したいルールとマナー,sidejob,15,70,NONE,85,TOFU,REVIEW,ORPHAN_CANDIDATE,経費精算ルールの情報提供記事でCTA無しは妥当。内部リンク・被リンクとも0件で孤立。
kojinjigyounushi-point-kanri,個人事業主向けポイント管理術!経費支払いで迷わない考え方,sidejob,15,70,NONE,85,TOFU,REVIEW,ORPHAN_CANDIDATE,個人事業主向け情報提供記事でCTA無しは妥当。内部リンク・被リンクとも0件で孤立。
furima-app-kounyuu-point,フリマアプリ購入でポイントを活用する方法!中古品選びの注意点,furima,15,65,LOW,80,TOFU,REVIEW,ORPHAN_CANDIDATE,フリマ購入活用術の総論記事。特定ブランドへの言及が薄くCTA無しは妥当だが、mercari-poikatsuなど関連記事への内部リンクが無く孤立している。
mercari-poikatsu,メルカリでできるポイ活術!売る・買う・支払うをお得につなげる方法,furima,15,50,MEDIUM,83,MOFU,REVIEW,AFFILIATE_OPPORTUNITY_MEDIUM;ORPHAN_CANDIDATE,メルカリという特定ブランドを扱うが売買最適化Tips中心でCTA無し。メルペイ等のアフィリエイトプログラムがあれば設置余地あり。furima-app-kounyuu-pointとの相互リンクも無い。
dpoint-dharai-tamekata,dポイント・d払いの貯め方とは?もらう方法・使い方を解説,,90,78,NONE,90,MOFU,KEEP,,dポイント関連の主要サービス(ahamo光/ドコモでんき/dバリューパス/dショッピング/じゃらんnet)への関連性の高いリンクが充実したハブ記事。公式サイトへの直接CTAは妥当。
dpoint-tsukaikata,dポイントの使い方とは?店舗・連携・交換まで完全ガイド,,88,78,NONE,90,MOFU,KEEP,,dポイントの使い方ハブとして関連個別記事(dカード/じゃらんnet等)への内部リンクが充実。公式サイトCTAも妥当。
paypay-point-tamekata,PayPayポイントの貯め方とは?もらう方法・使い方を解説,,88,78,NONE,90,MOFU,REVIEW,ORPHAN_CANDIDATE,Yahoo!ショッピング/Yahoo!トラベル/Retty等への内部リンクが充実した優良ハブ記事だが被リンク0件。同種のdポイント記事は被リンク1件あるのと対照的で、他記事からのリンク追加が望ましい。
paypay-point-tsukaikata,PayPayポイントの使い方とは?店舗・連携・交換まで完全ガイド,,80,78,NONE,88,MOFU,KEEP,,被リンク5件、内部リンクも適切でハブとして機能している。
ponta-tamekata,Pontaポイントの貯め方とは?もらう方法・使い方を解説,,90,78,NONE,90,MOFU,REVIEW,ORPHAN_CANDIDATE,au PAYマーケット/じゃらんnet/ローソン等への内部リンクが非常に充実しているが被リンク0件。他記事からのリンクを追加すると発見性が向上する。
